State,City,Category,Business Name,Phone,Email,Address,Zip Code,Website,Rating,Reviews,Business Hours,Business Status,Google Categories,Search Keyword,Search Latitude,Search Longitude,Place URL
Texas,Houston,Plumbing,bluefrog Plumbing and Drain of West Houston,18329058640.0,,"1065 Richmond Ave Suite 140, Houston, TX 77006, United States",77006.0,https://www.bluefrogplumbingwesthouston.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.9,,,Open,Plumber,plumber,29.758938,-95.367697,https://www.google.com/maps/place/bluefrog+Plumbing+and+Drain+of+West+Houston/data=!4m7!3m6!1s0x8640dded7156c785:0x36b81a66b840e750!8m2!3d29.7342734!4d-95.3921539!16s%2Fg%2F11hkrfz76h!19sChIJhcdWce3dQIYRUOdAuGYauDY
Texas,Houston,Plumbing,David Hicks Plumbing,17135280141.0,,"2023 Fairview St, Houston, TX 77019, United States",77019.0,https://www.davidhicksplumbing.com/,4.7,,,Open,Plumber,plumber,29.758938,-95.367697,https://www.google.com/maps/place/David+Hicks+Plumbing/data=!4m7!3m6!1s0x8640c096854eefab:0xeb57b427c9563e98!8m2!3d29.7445136!4d-95.409152!16s%2Fg%2F1tgwn23c!19sChIJq-9OhZbAQIYRmD5WySe0V-s
Texas,Houston,Plumbing,I Am Your Plumber,12816772624.0,,,,https://imyourplumber.net/,4.9,,,Open,Plumber,plumber,29.758938,-95.367697,https://www.google.com/maps/place/I+Am+Your+Plumber/data=!4m7!3m6!1s0x6a4ed63f13f2f85b:0x4949873b439b4c7f!8m2!3d29.7906875!4d-95.3793585!16s%2Fg%2F11svbd3n84!19sChIJW_jyEz_WTmoRf0ybQzuHSUk
Texas,Houston,Plumbing,5 Star Plumbing Houston,17139546622.0,,"2950 N Loop W #500, Houston, TX 77092, United States",77092.0,https://5starplumbinghouston.com/,4.9,,,Open,Plumber,plumber,29.758938,-95.367697,https://www.google.com/maps/place/5+Star+Plumbing+Houston/data=!4m7!3m6!1s0x2bfe54b16108a515:0x94447f6d38919e3c!8m2!3d29.8049225!4d-95.4486484!16s%2Fg%2F11ksbbgkfh!19sChIJFaUIYbFU_isRPJ6ROG1_RJQ
Texas,Houston,Plumbing,Brad's Plumbing,12815799420.0,,,,http://www.bradsplumbing.com/,4.8,,,Open,Plumber,plumber,29.758938,-95.367697,https://www.google.com/maps/place/Brad%27s+Plumbing/data=!4m7!3m6!1s0x8640d86fad2469d1:0xb2382e4983dd5670!8m2!3d29.716598!4d-95.498702!16s%2Fg%2F1tjs59zw!19sChIJ0WkkrW_YQIYRcFbdg0kuOLI
Texas,Houston,Plumbing,Hot Water Guys,18326730909.0,,"352 Link Rd, Houston, TX 77009, United States",77009.0,http://hotwaterguys.com/,4.9,,,Open,Plumber,plumber,29.758938,-95.367697,https://www.google.com/maps/place/Hot+Water+Guys/data=!4m7!3m6!1s0x8640b88d5b4c98cf:0x745e6636863a4245!8m2!3d29.8079269!4d-95.3739018!16s%2Fg%2F1tfrbkgm!19sChIJz5hMW424QIYRRUI6hjZmXnQ
Texas,Houston,Plumbing,Got Flow: Plumbing & AC Services,12813770810.0,,,,https://www.gotflowservices.com/,4.9,,Open · Closes 5 PM · See more hours,Open,Plumber,plumber,29.758938,-95.367697,https://www.google.com/maps/place/Got+Flow:+Plumbing+%26+AC+Services/data=!4m7!3m6!1s0x8640c705174cf0b7:0xbd9de9d9ad8e5561!8m2!3d29.7437931!4d-95.2709815!16s%2Fg%2F11f777b5hs!19sChIJt_BMFwXHQIYRYVWOrdnpnb0
Texas,Houston,Plumbing,"Acacias Plumbing | Emergency Plumber, Drain Cleaning, Sewer Repair and Water Heater Installation Houston, TX",18322815575.0,,"2950 North Loop West Freeway, Houston, TX 77008, United States",77008.0,https://www.acaciasplumbing.com/?utm_source=google&utm_medium=search_engine&utm_campaign=gmb,4.7,,,Open,Plumber,plumber,29.758938,-95.367697,"https://www.google.com/maps/place/Acacias+Plumbing+%7C+Emergency+Plumber,+Drain+Cleaning,+Sewer+Repair+and+Water+Heater+Installation+Houston,+TX/data=!4m7!3m6!1s0x8640d13a5eea2df9:0xd65ed9eff7f1fc52!8m2!3d29.7973597!4d-95.3988159!16s%2Fg%2F11nmp6cj5k!19sChIJ-S3qXjrRQIYRUvzx9-_ZXtY"
Texas,Houston,Plumbing,Nick's Plumbing & Air Conditioning,17138689907.0,,"3780 Yale St, Houston, TX 77018, United States",77018.0,https://www.nicksplumbing.com/,4.7,,,Open,Plumber,plumber,29.758938,-95.367697,https://www.google.com/maps/place/Nick%27s+Plumbing+%26+Air+Conditioning/data=!4m7!3m6!1s0x8640c76a4c3f8f73:0x7ae991add0786989!8m2!3d29.8200218!4d-95.3989549!16s%2Fg%2F1tf719p9!19sChIJc48_TGrHQIYRiWl40K2R6Xo
Texas,Houston,Plumbing,Quiet Clean Repairs,12814543969.0,,"2812 Cortlandt St, Houston, TX 77008, United States",77008.0,,4.9,,,Open,Plumber,plumber,29.758938,-95.367697,https://www.google.com/maps/place/Quiet+Clean+Repairs/data=!4m7!3m6!1s0x8640c7ab470d93e1:0xd45c8ce6f2985b13!8m2!3d29.8125748!4d-95.3959397!16s%2Fg%2F11kgfb5pmq!19sChIJ4ZMNR6vHQIYRE1uY8uaMXNQ
Texas,Houston,Plumbing,Quality Plumber Houston,18329794659.0,,"12 Greenway Plz Suite 1168, Houston, TX 77046, United States",77046.0,https://www.bestplumbingservicehouston.com/,5.0,,,Open,Plumber,plumber,29.758938,-95.367697,https://www.google.com/maps/place/Quality+Plumber+Houston/data=!4m7!3m6!1s0x3ad75d20ce0d0e3:0x325bb5186a6fbd22!8m2!3d29.7330688!4d-95.435848!16s%2Fg%2F11mkdj77r9!19sChIJ49DgDNJ1rQMRIr1vahi1WzI
Texas,Houston,Plumbing,Midtown Plumbing,17139796027.0,,,,https://midtownplumbing.net/,5.0,,,Open,Plumber,plumber,29.758938,-95.367697,https://www.google.com/maps/place/Midtown+Plumbing/data=!4m7!3m6!1s0x2d86d6fc93a44e23:0x371cd86a82b96fb2!8m2!3d29.836095!4d-95.46119!16s%2Fg%2F11vz327r61!19sChIJI06kk_zWhi0Rsm-5gmrYHDc
