State,Search Query,Business Name,Address,Phone,Website,Rating,Reviews,Place URL
Kansas,"retail shop in Kansas, USA",The Shops of Prairie Village,"6950 Mission Rd, Prairie Village, KS 66208, United States",+19133629668,https://shopsofprairievillage.com/,4.5,,https://www.google.com/maps/place/The+Shops+of+Prairie+Village/data=!4m7!3m6!1s0x87c0ee962188b189:0xc74c86038e2f5573!8m2!3d39.0027702!4d-94.6309112!16s%2Fg%2F1v940l9c!19sChIJibGIIZbuwIcRc1UvjgOGTMc
Kansas,"retail shop in Kansas, USA",Tanger Kansas City at Legends,"1843 Village West Pkwy, Kansas City, KS 66111, United States",+19132967951,https://www.tanger.com/kansascity,4.5,,https://www.google.com/maps/place/Tanger+Kansas+City+at+Legends/data=!4m7!3m6!1s0x87c08eb9f4ac6941:0xda3d769fc7e11fb5!8m2!3d39.1266992!4d-94.8259804!16s%2Fm%2F02r8706!19sChIJQWms9LmOwIcRtR_hx592Pdo
Kansas,"retail shop in Kansas, USA",Fairway Shops,"2708 W 53rd St, Fairway, KS 66205, United States",,,4.3,,https://www.google.com/maps/place/Fairway+Shops/data=!4m7!3m6!1s0x87c0ee44e0772cb3:0x1bcd5feab51c2e6f!8m2!3d39.033851!4d-94.6177562!16s%2Fg%2F1thqbcp6!19sChIJsyx34ETuwIcRby4ctepfzRs
Kansas,"retail shop in Kansas, USA",Brookside Shops,"6235 Brookside Plaza, Kansas City, MO 64113, United States",+18165235553,http://www.brooksidekc.org/,4.4,,https://www.google.com/maps/place/Brookside+Shops/data=!4m7!3m6!1s0x87c0ef11d55f0307:0x5f9b4513be2d88e1!8m2!3d39.0144308!4d-94.5901039!16s%2Fm%2F05mw0dp!19sChIJBwNf1RHvwIcR4YgtvhNFm18
Kansas,"retail shop in Kansas, USA",Town Center Plaza,"5000 W 119th St, Leawood, KS 66209, United States",+19134981111,https://towncenterplaza.com/,4.4,,https://www.google.com/maps/place/Town+Center+Plaza/data=!4m7!3m6!1s0x87c0e9f567e0471d:0x9e8f7b96a9cb0c57!8m2!3d38.9148371!4d-94.6443996!16s%2Fm%2F0gttbdr!19sChIJHUfgZ_XpwIcRVwzLqZZ7j54
Kansas,"retail shop in Kansas, USA",Hawthorne Plaza,"5001 W 119th St, Overland Park, KS 66209, United States",+18169601444,http://www.hawthorneplazashopping.com/,4.3,,https://www.google.com/maps/place/Hawthorne+Plaza/data=!4m7!3m6!1s0x87c0e9f5b48a869d:0xb9563a6ffad9f577!8m2!3d38.911937!4d-94.6415611!16s%2Fg%2F1vhlyq4y!19sChIJnYaKtPXpwIcRd_XZ-m86Vrk
Kansas,"retail shop in Kansas, USA",Retail Rebel - KCK,"4301 State Ave, Kansas City, KS 66102, United States",+18166487872,http://www.retailrebel.com/,4.0,,https://www.google.com/maps/place/Retail+Rebel+-+KCK/data=!4m7!3m6!1s0x87c0f3d8e6dbe891:0xf0397a8f240bc76f!8m2!3d39.1146485!4d-94.6791803!16s%2Fg%2F11h64nb93f!19sChIJkejb5tjzwIcRb8cLJI96OfA
Kansas,"retail shop in Kansas, USA",Crown Center Shops,"2450 Grand Blvd, Kansas City, MO 64108, United States",+18168420471,https://www.crowncenter.com/shopping,4.3,,https://www.google.com/maps/place/Crown+Center+Shops/data=!4m7!3m6!1s0x87c0f0159d4eae31:0x7ce3ea91650c804d!8m2!3d39.0826589!4d-94.5824461!16s%2Fg%2F11c4wwlvbm!19sChIJMa5OnRXwwIcRTYAMZZHq43w
Kansas,"retail shop in Kansas, USA",West State Plaza,"7561 State Ave, Kansas City, KS 66112, United States",,,4.1,,https://www.google.com/maps/place/West+State+Plaza/data=!4m7!3m6!1s0x87c08cec41721d71:0x625ae103047ad8b8!8m2!3d39.1154369!4d-94.7550388!16s%2Fg%2F1vn19153!19sChIJcR1yQeyMwIcRuNh6BAPhWmI
Kansas,"retail shop in Kansas, USA",Park Place,"11549 Ash St, Leawood, KS 66211, United States",+19133812229,http://www.parkplaceleawood.com/,4.5,,https://www.google.com/maps/place/Park+Place/data=!4m7!3m6!1s0x87c0ea2035274881:0x302e91835439ba27!8m2!3d38.9175213!4d-94.6475943!16s%2Fg%2F1thw77lq!19sChIJgUgnNSDqwIcRJ7o5VIORLjA
