State,Category,Search Query,Business Name,Address,Phone,Website,Rating,Reviews,Place URL
Texas,Plumbing,"plumbing store in Texas, USA",Texas Plumbing Supply,"1420 Susurro Pkwy, San Marcos, TX 78666, United States",+15124027703,https://www.texasps.net/,5.0,,https://www.google.com/maps/place/Texas+Plumbing+Supply/data=!4m7!3m6!1s0x865b578351e8cb37:0x9d181b4b08452252!8m2!3d29.9359778!4d-97.8776914!16s%2Fg%2F11xty3sxtp!19sChIJN8voUYNXW4YRUiJFCEsbGJ0
Texas,Plumbing,"plumbing store in Texas, USA",Texas Plumbing Supply,"9333 S Sam Houston Pkwy W Suite 400, Missouri City, TX 77489, United States",+12816269100,http://www.texasplumbingsupplyinc.com/,4.4,,https://www.google.com/maps/place/Texas+Plumbing+Supply/data=!4m7!3m6!1s0x8640e9ff1604c76d:0xed3f5a8f42d23ed3!8m2!3d29.6283649!4d-95.5252298!16s%2Fg%2F11rb4rxkrj!19sChIJbccEFv_pQIYR0z7SQo9aP-0
Texas,Plumbing,"plumbing store in Texas, USA",Texas Plumbing Supply,"7586 Morley St, Houston, TX 77061, United States",+17136430637,http://www.texasplumbingsupplyinc.com/,4.5,,https://www.google.com/maps/place/Texas+Plumbing+Supply/data=!4m7!3m6!1s0x8640963f559f2c95:0x1528a5519789103!8m2!3d29.660821!4d-95.284351!16s%2Fg%2F1td6n0m9!19sChIJlSyfVT-WQIYRA5F4GVWKUgE
Texas,Plumbing,"plumbing store in Texas, USA",Texas Plumbing Supply,"14025 FM 529, Houston, TX 77041, United States",+12818588833,http://www.texasplumbingsupplyinc.com/,4.3,,https://www.google.com/maps/place/Texas+Plumbing+Supply/data=!4m7!3m6!1s0x8640d0eb1690a9a3:0x27475701ea4bf4e8!8m2!3d29.878869!4d-95.622177!16s%2Fg%2F1td05fnb!19sChIJo6mQFuvQQIYR6PRL6gFXRyc
Texas,Plumbing,"plumbing store in Texas, USA",Texas Plumbing Supply,"1800 Royston Ln, Round Rock, TX 78664, United States",+15124027700,http://www.texasplumbingsupplyinc.com/,4.3,,https://www.google.com/maps/place/Texas+Plumbing+Supply/data=!4m7!3m6!1s0x8644ce4a3b8682a9:0xc173f2fb0bcabb2f!8m2!3d30.4624933!4d-97.6590861!16s%2Fg%2F11h12w3z5!19sChIJqYKGO0rORIYRL7vKC_vyc8E
Texas,Plumbing,"plumbing store in Texas, USA",Apex Supply Company,"600 E Arapaho Rd, Richardson, TX 75081, United States",+19722315155,https://apexsupplyco.com/pages/location/richardson,4.6,,https://www.google.com/maps/place/Apex+Supply+Company/data=!4m7!3m6!1s0x864c1f19fec9fef9:0xabbd2efffdf4bc2d!8m2!3d32.9604438!4d-96.7163789!16s%2Fg%2F1vv2smyz!19sChIJ-f7J_hkfTIYRLbz0_f8uvas
Texas,Plumbing,"plumbing store in Texas, USA",Texas Wholesale Plumbing,"3217 Stuart Dr, Fort Worth, TX 76110, United States",+19724267040,http://www.texaswholesaleplumbing.com/,5.0,,https://www.google.com/maps/place/Texas+Wholesale+Plumbing/data=!4m7!3m6!1s0x864e710c6a609c4f:0xf88fcf5b707a90ea!8m2!3d32.703143!4d-97.3239569!16s%2Fg%2F11g8v4mjg6!19sChIJT5xgagxxToYR6pB6cFvPj_g
Texas,Plumbing,"plumbing store in Texas, USA",Apex Supply Company,"2200 Montgomery St, Fort Worth, TX 76107, United States",+18177328183,https://apexsupplyco.com/pages/location/fort-worth-cultural-district,4.7,,https://www.google.com/maps/place/Apex+Supply+Company/data=!4m7!3m6!1s0x864e73c8625c2b31:0x7217a7fe277e4060!8m2!3d32.7375477!4d-97.3703041!16s%2Fg%2F1thffvsm!19sChIJMStcYshzToYRYEB-J_6nF3I
Texas,Plumbing,"plumbing store in Texas, USA",City Supply Company,"2480 Dallas St, Houston, TX 77003, United States",+17132241643,https://www.citysupplygroup.com/,4.4,,https://www.google.com/maps/place/City+Supply+Company/data=!4m7!3m6!1s0x8640bedffda60863:0x908ca6f7bc2161b0!8m2!3d29.7476581!4d-95.3536029!16s%2Fg%2F1tfpq1z4!19sChIJYwim_d--QIYRsGEhvPemjJA
Texas,Plumbing,"plumbing store in Texas, USA",Apex Supply Company,"180 Oak Lawn Ave, Dallas, TX 75207, United States",+12147415463,https://apexsupplyco.com/pages/location/dallas-design-district,4.5,,https://www.google.com/maps/place/Apex+Supply+Company/data=!4m7!3m6!1s0x864e994bfecf7c7d:0x140f06a0ee97387a!8m2!3d32.791451!4d-96.823125!16s%2Fg%2F1tfzsb3v!19sChIJfXzP_kuZToYRejiX7qAGDxQ
