State,Category,Search Query,Business Name,Address,Phone,Website,Rating,Reviews,Place URL
Texas,Vape Shop,"vape shop in Texas, USA",Smoke Star Vape Shop,"2301 E Central Texas Expy Suite 101A, Killeen, TX 76543, United States",+12546934666,,5.0,,https://www.google.com/maps/place/Smoke+Star+Vape+Shop/data=!4m7!3m6!1s0x86454b4a78dba3eb:0x5497228801dfea60!8m2!3d31.0898763!4d-97.7155757!16s%2Fg%2F11l244z938!19sChIJ66PbeEpLRYYRYOrfAYgil1Q
Texas,Vape Shop,"vape shop in Texas, USA",TEXAN VAPOR & SMOKE SHOP# Fifty Bar# OPMS# OPIA# Kratom# Vape Juice# UPASS,"4181 Main St #300, The Colony, TX 75056, United States",+14692008014,,4.6,,https://www.google.com/maps/place/TEXAN+VAPOR+%26+SMOKE+SHOP%23+Fifty+Bar%23+OPMS%23+OPIA%23+Kratom%23+Vape+Juice%23+UPASS/data=!4m7!3m6!1s0x864c3acc13cfff19:0xf408dde245fd138c!8m2!3d33.072888!4d-96.8930923!16s%2Fg%2F11fy9325wn!19sChIJGf_PE8w6TIYRjBP9ReLdCPQ
Texas,Vape Shop,"vape shop in Texas, USA",PM SMOKE SHOP#VAPES SHOP#THCA#DELTA8#KRATOM#CBD#GEEK BAR#FOGER#LOST MARY#RAZ#TYSON VAPE#DETOX#OPIA#VAPE JUICE#MOD#,"2376 Lavon Dr #132, Garland, TX 75040, United States",+14692982215,,4.8,,https://www.google.com/maps/place/PM+SMOKE+SHOP%23VAPES+SHOP%23THCA%23DELTA8%23KRATOM%23CBD%23GEEK+BAR%23FOGER%23LOST+MARY%23RAZ%23TYSON+VAPE%23DETOX%23OPIA%23VAPE+JUICE%23MOD%23/data=!4m7!3m6!1s0x864c1da7c8055555:0x40d5f0483b03e5eb!8m2!3d32.9360603!4d-96.6236876!16s%2Fg%2F11gh0b4j8c!19sChIJVVUFyKcdTIYR6-UDO0jw1UA
Texas,Vape Shop,"vape shop in Texas, USA",Vape Texas,"1712 N Frazier St STE 114A, Conroe, TX 77301, United States",+19367035028,,4.8,,https://www.google.com/maps/place/Vape+Texas/data=!4m7!3m6!1s0x86473eb2292787ed:0xb8f728d878f1bd87!8m2!3d30.327894!4d-95.4641447!16s%2Fg%2F1pty65_gw!19sChIJ7YcnKbI-R4YRh73xeNgo97g
Texas,Vape Shop,"vape shop in Texas, USA",HIGH KEY | Smoke Shop & Vape Shop Tomball TX | CBD | Kratom | Vapes | Hookah | Glass,"28301 TX-249BUS #500, Tomball, TX 77375, United States",+18324588525,,5.0,,https://www.google.com/maps/place/HIGH+KEY+%7C+Smoke+Shop+%26+Vape+Shop+Tomball+TX+%7C+CBD+%7C+Kratom+%7C+Vapes+%7C+Hookah+%7C+Glass/data=!4m7!3m6!1s0x86472d053f981399:0xe7cfcf11e80d958b!8m2!3d30.0851867!4d-95.6323642!16s%2Fg%2F11kjj59pdj!19sChIJmROYPwUtR4YRi5UN6BHPz-c
Texas,Vape Shop,"vape shop in Texas, USA",Hazy Dayz Smoke & Vape - Smoke Shop Texas Tobacco Shop Greenville - Geek bar | Orion | Lost Mary | Elfbar | Pod King,"6103 Wesley St # C, Greenville, TX 75402, United States",+19459987457,,4.8,,https://www.google.com/maps/place/Hazy+Dayz+Smoke+%26+Vape+-+Smoke+Shop+Texas+Tobacco+Shop+Greenville+-+Geek+bar+%7C+Orion+%7C+Lost+Mary+%7C+Elfbar+%7C+Pod+King/data=!4m7!3m6!1s0x864be7a1288675c3:0x3f4a2ab4f59514e1!8m2!3d33.108605!4d-96.109122!16s%2Fg%2F11svc78wyf!19sChIJw3WGKKHnS4YR4RSV9bQqSj8
Texas,Vape Shop,"vape shop in Texas, USA",Cloud City Vape Shop,"1000 N Midkiff Rd #4a, Midland, TX 79701, United States",+14328971552,https://cloudcitymidland.myshopify.com/,4.8,,https://www.google.com/maps/place/Cloud+City+Vape+Shop/data=!4m7!3m6!1s0x86fbd912b122b78b:0x8dae0e9d15265b30!8m2!3d32.0002071!4d-102.1175398!16s%2Fg%2F11b7hhpqnd!19sChIJi7cisRLZ-4YRMFsmFZ0Oro0
Texas,Vape Shop,"vape shop in Texas, USA",Texas Vape Stores,"1518 Austin Hwy #24, San Antonio, TX 78218, United States",+12108223244,https://www.officialtexasvapestores.com/,4.5,,https://www.google.com/maps/place/Texas+Vape+Stores/data=!4m7!3m6!1s0x865cf4e8801c244f:0xc784a466e472bca7!8m2!3d29.4924205!4d-98.4318536!16s%2Fg%2F1ptybt2rs!19sChIJTyQcgOj0XIYRp7xy5GakhMc
Texas,Vape Shop,"vape shop in Texas, USA",Texas Hill Country Vape and Smoke (THC Vape and Smoke),"12010 US-290 Suite 150, Austin, TX 78737, United States",+15122913997,https://www.texashillcountryvapeandsmoke.com/,4.8,,https://www.google.com/maps/place/Texas+Hill+Country+Vape+and+Smoke+%28THC+Vape+and+Smoke%29/data=!4m7!3m6!1s0x865b46111a46172b:0x140ed50ee95872d9!8m2!3d30.2106089!4d-97.9705452!16s%2Fg%2F11fzfg3vc_!19sChIJKxdGGhFGW4YR2XJY6Q7VDhQ
Texas,Vape Shop,"vape shop in Texas, USA",CBD + VAPE SMOKE SHOP,"2506 25th Ave N Suite 7, Texas City, TX 77590, United States",+14093567940,,4.9,,https://www.google.com/maps/place/CBD+%2B+VAPE+SMOKE+SHOP/data=!4m7!3m6!1s0x863f7927b2c5eb45:0x8b30f12282800f82!8m2!3d29.4085442!4d-94.9328615!16s%2Fg%2F11mr0gyvp2!19sChIJRevFsid5P4YRgg-AgiLxMIs
