State,City,Category,Business Name,Phone,Email,Address,Zip Code,Website,Rating,Reviews,Business Hours,Business Status,Google Categories,Search Keyword,Search Latitude,Search Longitude,Place URL
Tennessee,Nashville,Tyre Shop,FARIS TIRE SHOP,16153003995.0,,"1903 Dr DB Todd Jr Blvd, Nashville, TN 37208, United States",37208.0,,4.8,,,Open,Tire shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/FARIS+TIRE+SHOP/data=!4m7!3m6!1s0x886467261f12ccd7:0xa26a3144a8015aaf!8m2!3d36.1815015!4d-86.8119544!16s%2Fg%2F11cs9lx126!19sChIJ18wSHyZnZIgRr1oBqEQxaqI
Tennessee,Nashville,Tyre Shop,Gallatin Road Tire,16292028198.0,,"2601 Gallatin Pike, Nashville, TN 37216, United States",37216.0,,4.4,,,Open,Tire shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/Gallatin+Road+Tire/data=!4m7!3m6!1s0x886467dfe99e6e39:0xd9320c1b746755d7!8m2!3d36.1963451!4d-86.7427832!16s%2Fg%2F11b6_kns1q!19sChIJOW6e6d9nZIgR11VndBsMMtk
Tennessee,Nashville,Tyre Shop,Big Al's Used Tire & Auto Repair,16153970364.0,,"303 B, W Trinity Ln, Nashville, TN 37207, United States",37207.0,,4.9,,,Open,Used tire shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/Big+Al%27s+Used+Tire+%26+Auto+Repair/data=!4m7!3m6!1s0x886467513286f027:0xd573fd9f69a49e0d!8m2!3d36.2069532!4d-86.7792249!16s%2Fg%2F11h8j75bf4!19sChIJJ_CGMlFnZIgRDZ6kaZ_9c9U
Tennessee,Nashville,Tyre Shop,Tires by mark,16152426601.0,,"709 Murfreesboro Pike, Nashville, TN 37210, United States",37210.0,,4.9,,,Open,Tire shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/Tires+by+mark/data=!4m7!3m6!1s0x886469d6a65f0c95:0x6e913a12512181b0!8m2!3d36.1389415!4d-86.733793!16s%2Fg%2F11whtk8t4_!19sChIJlQxfptZpZIgRsIEhURI6kW4
Tennessee,Nashville,Tyre Shop,Main Street Tires & Services,16157308208.0,960mainsttires@gmail.com,"960 Main St, Nashville, TN 37206, United States",37206.0,https://www.mainsttiresandservice.com/,4.6,,,Open,Auto repair shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/Main+Street+Tires+%26+Services/data=!4m7!3m6!1s0x886467cd134a9117:0xd2738eb854fe011d!8m2!3d36.1773786!4d-86.7527502!16s%2Fg%2F1tk_p_vs!19sChIJF5FKE81nZIgRHQH-VLiOc9I
Tennessee,Nashville,Tyre Shop,One Stop Tire Shop,16157308167.0,,"2813 Clarksville Pike, Nashville, TN 37208, United States",37208.0,,4.0,,,Open,Tire shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/One+Stop+Tire+Shop/data=!4m7!3m6!1s0x886460d2a979c6c7:0xe6aa7a10a8bf8d99!8m2!3d36.1881505!4d-86.8224833!16s%2Fg%2F1tfc7bn6!19sChIJx8Z5qdJgZIgRmY2_qBB6quY
Tennessee,Nashville,Tyre Shop,Tire Barn Inc,16152273390.0,,"1331 Dickerson Pike, Nashville, TN 37207, United States",37207.0,https://www.tirebarnnashvilletn.com/,4.8,,,Open,Tire shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/Tire+Barn+Inc/data=!4m7!3m6!1s0x886467bd4c0b8a1f:0xe93dab10f189bdee!8m2!3d36.196241!4d-86.7715491!16s%2Fg%2F1tgws_lw!19sChIJH4oLTL1nZIgR7r2J8RCrPek
Tennessee,Nashville,Tyre Shop,Dickerson Road Tire Shop & Auto,16152267222.0,,"2521 Dickerson Pike, Nashville, TN 37207, United States",37207.0,,4.3,,,Open,Tire shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/Dickerson+Road+Tire+Shop+%26+Auto/data=!4m7!3m6!1s0x8864678c60c90f75:0x3915ea4845591b99!8m2!3d36.2129315!4d-86.764455!16s%2Fg%2F1tf7hdfg!19sChIJdQ_JYIxnZIgRmRtZRUjqFTk
Tennessee,Nashville,Tyre Shop,McDuffee Tire Service Inc,16152510253.0,,"661 Thompson Ln, Nashville, TN 37204, United States",37204.0,http://www.mcduffeetire.com/,4.8,,,Open,Auto repair shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/McDuffee+Tire+Service+Inc/data=!4m7!3m6!1s0x886465eb32dfb38f:0x56bae7bf9dea88a9!8m2!3d36.1111598!4d-86.7584187!16s%2Fg%2F1tdbg4rn!19sChIJj7PfMutlZIgRqYjqnb_nulY
Tennessee,Nashville,Tyre Shop,DR.TIRE,16159647457.0,,"2180 Nolensville Pk, Nashville, TN 37211, United States",37211.0,,4.7,,,Open,Used tire shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/DR.TIRE/data=!4m7!3m6!1s0x886465e36614b121:0xe780511ca8ce1e8b!8m2!3d36.127585!4d-86.7532031!16s%2Fg%2F11fct5hsx6!19sChIJIbEUZuNlZIgRix7OqBxRgOc
Tennessee,Nashville,Tyre Shop,CHARLOTTE USED TIRE,16152791422.0,support@offerup.com,"4312 Charlotte Pike, Nashville, TN 37209, United States",37209.0,https://offerupnow.com/item/myoffers/,4.7,,,Open,Tire shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/CHARLOTTE+USED+TIRE/data=!4m7!3m6!1s0x886461465c5c5fd9:0x22038f024f217a51!8m2!3d36.152567!4d-86.8393687!16s%2Fg%2F1tc_lwmg!19sChIJ2V9cXEZhZIgRUXohTwKPAyI
Tennessee,Nashville,Tyre Shop,TIRES R US,16159287122.0,,"1164 Murfreesboro Pike D, Nashville, TN 37217, United States",37217.0,http://www.tiresrusnash.com/,4.0,,,Open,Tire shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/TIRES+R+US/data=!4m7!3m6!1s0x88646f292c52861d:0x941fda2e11a34626!8m2!3d36.1232468!4d-86.7062661!16s%2Fg%2F11csryjm29!19sChIJHYZSLClvZIgRJkajES7aH5Q
Tennessee,Nashville,Tyre Shop,NTB-National Tire & Battery,16157092617.0,,"2530 Franklin Pike, Nashville, TN 37204, United States",37204.0,https://www.mavis.com/locations/nashville-franklin-pk-tn/?utm_source=yext&utm_medium=organic&utm_campaign=gmb&stnum=4416,4.6,,,Open,Tire shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/NTB-National+Tire+%26+Battery/data=!4m7!3m6!1s0x886465d1dd541cbf:0x3398e172a8990913!8m2!3d36.122864!4d-86.7755342!16s%2Fg%2F1hc2f81jd!19sChIJvxxU3dFlZIgREwmZqHLhmDM
Tennessee,Nashville,Tyre Shop,Quality Tires & Roadside Service,16159969592.0,,"2019 Clarksville Pike, Nashville, TN 37208, United States",37208.0,https://qtroadside.com/,5.0,,,Open,Tire shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/Quality+Tires+%26+Roadside+Service/data=!4m7!3m6!1s0x886469cde9c0ba7b:0x22faaceb70b9be0f!8m2!3d36.1830052!4d-86.8131327!16s%2Fg%2F11lz3hhk7g!19sChIJe7rA6c1pZIgRD765cOus-iI
Tennessee,Nashville,Tyre Shop,Tire Discounters,16296665333.0,,"1931 Church St, Nashville, TN 37203, United States",37203.0,https://tirediscounters.com/pages/locations/midtown-tn?y_source=1_MTIxMTY5OTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.1,,Open · Closes 6 PM · See more hours,Open,Tire shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/Tire+Discounters/data=!4m7!3m6!1s0x886467b28c314fef:0xbfc86dda035d8f1b!8m2!3d36.153204!4d-86.8003973!16s%2Fg%2F11fk1dhr5s!19sChIJ708xjLJnZIgRG49dA9ptyL8
Tennessee,Nashville,Tyre Shop,Mobile Tire Repair & Car Battery,16152491550.0,,"919 Gallatin Ave #12, Nashville, TN 37206, United States",37206.0,https://nashvilletirerepairandcarbattery.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,4.8,,,Open,Tire repair shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/Mobile+Tire+Repair+%26+Car+Battery/data=!4m7!3m6!1s0x450e15cb44296e97:0x15b84e786badf036!8m2!3d36.186918!4d-86.7455397!16s%2Fg%2F11sfbs877_!19sChIJl24pRMsVDkURNvCta3hOuBU
Tennessee,Nashville,Tyre Shop,Best One Mobile Tire LLC,16154777777.0,,"635 Murfreesboro Pike, Nashville, TN 37210, United States",37210.0,https://b1mobiletire.com/,4.9,,,Open,Tire shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/Best+One+Mobile+Tire+LLC/data=!4m7!3m6!1s0x88646959661bccb7:0x161fe39f68188f71!8m2!3d36.1404302!4d-86.7380949!16s%2Fg%2F11xtk4kk3_!19sChIJt8wbZllpZIgRcY8YaJ_jHxY
Tennessee,Nashville,Tyre Shop,Tire Plus Service Zone,16158180407.0,,"2411 Dickerson Pike, Nashville, TN 37207, United States",37207.0,,4.9,,,Open,Auto repair shop,tire shop,36.162277,-86.774298,https://www.google.com/maps/place/Tire+Plus+Service+Zone/data=!4m7!3m6!1s0x8864676df4651207:0x7687435992e58aed!8m2!3d36.2096816!4d-86.7656678!16s%2Fg%2F11l1xy1jlj!19sChIJBxJl9G1nZIgR7YrlkllDh3Y
